num_vertices,num_faces,bounding_box
5923,11290,[1.         0.77492349 0.19334823]
2762,5295,[0.89431988 1.         0.2060598 ]
23399,46540,[1.         0.94747285 0.44482164]
329,550,[1.         0.86704889 0.3616974 ]
1292,2580,[1.         0.69562246 0.15884905]
2546,5088,[1.         0.81726619 0.59630211]
22657,41626,[1.         0.87418279 0.5034227 ]
15305,30554,[1.         0.65046043 0.66865573]
3334,5490,[1.         0.71261585 0.36297625]
790,1500,[1.         0.69224243 0.24696093]
1728,6808,[1.         0.79212861 0.52265683]
12008,23932,[1.         0.88656687 0.47505353]
1588,2976,[1.         0.96302683 0.38236053]
4250,8324,[1.         0.79988176 0.42393434]
12528,25000,[1.         0.90253427 0.34528646]
10092,19952,[1.         0.52378169 0.54095469]
1548,2980,[1.         0.66135774 0.29953958]
2830,5358,[1.         0.5459471  0.40232333]
420,972,[1.         0.25859759 0.01610754]
6170,9662,[1.         0.78904816 0.55212638]
309,578,[1.         0.98025262 0.55986362]
1362,2628,[1.         0.9213912  0.19163384]
299,554,[1.         0.78164769 0.29866405]
22663,41626,[1.         0.88739229 0.50990259]
4173,15702,[1.         0.62465855 0.66232691]
7638,15145,[1.         0.61061589 0.41870274]
313,588,[1.         0.71484346 0.22558748]
298,492,[0.65005158 0.55004316 1.        ]
255,410,[0.4209     0.37878421 1.        ]
1362,2628,[0.91485158 1.         0.20782947]
368,724,[1.      0.5096  0.07996]
278,500,[1.         0.37109895 0.56681263]
491,1087,[0.55609263 0.16054211 1.        ]
891,1678,[1.         0.72730421 0.78797368]
368,724,[1.         0.41255158 0.50404421]
2666,5162,[1.         0.25803789 0.73017368]
1548,2980,[1.         0.28297053 0.66286421]
4250,8324,[1.         0.41990737 0.80177158]
3339,5490,[1.         0.33842947 0.64285684]
3495,6667,[0.62297895 0.51625579 1.        ]
1624,3042,[1.      0.41448 0.95136]
346,556,[1.         0.52540316 0.84553158]
333,620,[1.         0.425      0.69374947]
462,876,[0.47434842 0.42203789 1.        ]
163,284,[1.    0.425 0.875]
1249,2494,[0.83418211 0.50252842 1.        ]
5266,10274,[0.86397053 0.42085579 1.        ]
486,912,[0.95411158 0.55929684 1.        ]
4346,8216,[0.55973158 1.         0.32341579]
9184,17998,[0.67699684 0.71287158 1.        ]
265,506,[0.57455684 0.58153053 1.        ]
423,698,[0.47735684 1.         0.85181263]
557,894,[0.84782632 1.         0.48167684]
1149,2320,[1.         0.32243158 0.90491789]
3003,5874,[1.         0.29540421 0.78347053]
622,1228,[0.75605895 0.18551368 1.        ]
858,1660,[1.         0.25511263 0.97350421]
3726,6881,[0.94468842 0.40930526 1.        ]
743,1478,[0.8066     0.35733368 1.        ]
520,1000,[0.86816632 0.27278    1.        ]
3680,5724,[0.83328947 0.21423053 1.        ]
1335,2452,[1.         0.19782105 0.84958211]
1264,2088,[1.         0.71443158 0.16929684]
336,588,[0.93007895 0.45157368 1.        ]
3726,6881,[0.94468842 0.40930526 1.        ]
1486,1692,[0.95430632 0.31698947 1.        ]
2960,5706,[0.84822737 1.         0.26195474]
1014,2778,[0.95372    0.29236737 1.        ]
448,768,[1.         0.81008737 0.25983263]
349,772,[0.89137579 0.23897263 1.        ]
2838,3992,[0.70818105 0.27208842 1.        ]
500,1106,[0.65934105 0.23076947 1.        ]
1198,2237,[0.67205579 0.29947474 1.        ]
3110,5622,[1.         0.26919789 0.74882211]
1965,4928,[1.         0.78494105 0.18844737]
2572,4856,[1.         0.80543263 0.24898842]
281,552,[0.51355158 0.20269789 1.        ]
2344,4592,[0.67395579 0.31194842 1.        ]
213,642,[0.82093789 0.20585684 1.        ]
507,1010,[0.87608737 0.29755474 1.        ]
258,572,[0.46666632 0.19944421 1.        ]
1203,1994,[0.61501789 0.20288842 1.        ]
531,1058,[0.66510421 0.21758737 1.        ]
412,816,[0.76232632 0.22509474 1.        ]
179,354,[0.97383474 1.         0.23510632]
520,780,[1.         0.84412316 0.20806105]
182,382,[0.51071474 0.28273789 1.        ]
152,338,[0.46896526 0.23448316 1.        ]
299,596,[0.66666632 0.25641053 1.        ]
279,538,[0.80258316 0.26338947 1.        ]
142,318,[0.69326632 0.31255158 1.        ]
1295,2444,[1.         0.91065263 0.15922105]
1020,2030,[0.52253368 0.19616947 1.        ]
757,1188,[1.         0.76355579 0.23850842]
340,460,[1.         0.74810526 0.22330211]
523,804,[1.         0.68571474 0.21383368]
235,484,[0.69523789 0.23571474 1.        ]
224,462,[0.67357684 0.22528632 1.        ]
602,1136,[1.         0.20650947 0.56073474]
197,450,[0.48286421 0.28990632 1.        ]
6768,11310,[1.         0.68711684 0.31269684]
688,1332,[0.56953158 0.21967368 1.        ]
277,588,[0.67549684 0.32450316 1.        ]
369,556,[1.         0.78873158 0.20205263]
412,669,[1.         0.13013684 0.37671263]
308,519,[0.73010105 0.20405263 1.        ]
244,480,[0.95963158 0.26335368 1.        ]
577,1145,[0.68722105 0.21155263 1.        ]
486,852,[0.94010316 0.30818421 1.        ]
1173,2513,[0.63218526 0.30863579 1.        ]
254,504,[0.4554     0.15868421 1.        ]
887,1752,[0.62908105 0.20802526 1.        ]
162,308,[0.22806316 0.70517158 1.        ]
879,1754,[0.67880316 0.20670947 1.        ]
305,594,[0.61218421 0.26125263 1.        ]
274,400,[0.70305895 0.21211368 1.        ]
185,364,[0.16083053 0.73945895 1.        ]
437,862,[0.68255789 0.21755158 1.        ]
372,688,[1.         0.86477684 0.20435684]
332,612,[1.         0.91610105 0.37765053]
1117,2230,[0.69538737 0.20060842 1.        ]
559,944,[1.         0.43333368 0.14733368]
183,340,[1.         0.74350316 0.16330842]
161,318,[1.         0.24188632 0.50460947]
265,324,[1.         0.78263474 0.14097368]
329,368,[1.         0.71639895 0.15190526]
3388,6422,[0.50136    1.         0.21057158]
2360,4325,[1.         0.62100947 0.30136737]
79,130,[0.64285368 0.17857368 1.        ]
203,418,[0.97297263 0.22882842 1.        ]
233,516,[0.51315789 0.25       1.        ]
236,492,[0.87096737 0.22096737 1.        ]
193,376,[1.         0.22505789 0.97215789]
396,828,[0.67138632 0.20412947 1.        ]
212,480,[1.         0.29883158 0.95993368]
196,396,[0.50829158 0.23445789 1.        ]
428,676,[1.         0.78246211 0.23449474]
182,378,[0.88095263 0.28273789 1.        ]
480,720,[1.         0.71458316 0.25132526]
380,608,[1.         0.59902526 0.21653684]
282,596,[0.6866     0.23532632 1.        ]
215,426,[1.         0.30304737 0.76245895]
366,784,[0.82786842 0.32377053 1.        ]
777,1546,[0.69003368 0.33047158 1.        ]
296,558,[1.         0.38272105 0.64197789]
310,616,[1.         0.63729368 0.37491263]
2539,4970,[0.89463684 0.21142632 1.        ]
1198,2237,[0.67205579 0.29947474 1.        ]
3072,4854,[1.         0.60985368 0.22574421]
348,476,[1.         0.72667053 0.21690316]
3167,6441,[1.         0.23339474 0.50828421]
9398,18363,[0.47645895 0.11764    1.        ]
8812,17370,[0.47645895 1.         0.11764   ]
2178,3588,[0.70818105 0.27208842 1.        ]
6768,11310,[1.         0.68711684 0.31269684]
6906,14563,[1.         0.33538211 0.59848842]
431,652,[1.         0.73155684 0.23595158]
646,1032,[1.         0.66310421 0.21353158]
1244,2092,[1.         0.94009158 0.26175158]
1144,1996,[0.87608105 1.         0.23480947]
423,680,[1.         0.13107684 0.37730632]
3408,5808,[1.         0.69527579 0.18510632]
230,335,[1.         0.92783684 0.17175263]
240,376,[0.57529368 1.         0.08476632]
230,272,[0.52980947 1.         0.08176737]
295,452,[0.44605684 1.         0.11013684]
328,524,[0.44667895 1.         0.15155895]
475,924,[1.         0.55017579 0.12993368]
426,684,[0.65961474 1.         0.13833263]
204,272,[0.55713684 1.         0.15999474]
236,256,[0.42772526 1.         0.08722421]
2239,4224,[0.47824316 1.         0.09558842]
2304,4344,[0.46724842 1.         0.13231474]
734,1204,[0.45280842 1.         0.14279474]
249,324,[0.44500421 1.         0.11776737]
415,692,[0.56395368 1.         0.09008737]
368,608,[0.69989053 1.         0.10680526]
275,368,[0.54479053 1.         0.17449895]
6334,11608,[0.44107368 0.14768632 1.        ]
802,1408,[0.37774947 0.34524842 1.        ]
334,428,[0.58933368 1.         0.12      ]
714,1188,[0.46681684 1.         0.09561263]
1502,2674,[0.70095474 1.         0.22704842]
5078,9746,[0.72764842 1.         0.22202737]
279,372,[0.47919368 1.         0.11325158]
272,444,[0.61887789 1.         0.16923053]
2911,5036,[0.6805     1.         0.19542526]
906,1540,[0.67647053 1.         0.20648737]
257,352,[0.43618947 1.         0.08951579]
204,244,[0.50003474 1.         0.04608105]
250,408,[0.53528842 1.         0.11033789]
640,1044,[0.29002526 1.         0.04647053]
301,542,[0.73845895 0.30533158 1.        ]
210,264,[0.63924526 0.59136842 1.        ]
39,76,[0.73528105 0.15660947 1.        ]
74,144,[0.65686316 0.11764737 1.        ]
886,6330,[0.33751786 1.         0.02669056]
208,1314,[1.         0.21806375 0.11136332]
560,3336,[1.         0.05641245 0.15231528]
683,4839,[1.         0.0523381  0.09805238]
130,780,[1.         0.17775466 0.01536414]
184,1146,[0.04872356 1.         0.13120535]
757,5346,[1.         0.11902359 0.14357668]
726,4374,[0.06549972 1.         0.61843265]
334,1980,[1.         0.18422815 0.04510967]
976,5823,[1.         0.05728351 0.19164899]
113,654,[0.55293205 1.         0.04103293]
132,798,[0.11309083 1.         0.05477308]
985,5913,[1.         0.1815016  0.05068835]
287,1704,[0.12071123 0.1718704  1.        ]
270,1686,[1.         0.2185394  0.06363831]
692,4152,[1.         0.34724177 0.06362518]
808,4794,[1.         0.12053128 0.02953635]
87,498,[1.         0.8908667  0.07587083]
422,1974,[0.63857795 1.         0.03195785]
131,846,[0.14926083 1.         0.03971865]
812,1520,[0.07173789 0.15737684 1.        ]
5076,10136,[0.34461263 0.06677684 1.        ]
262,516,[1.         0.13611158 0.08595368]
262,516,[1.         0.25766632 0.06550947]
417,817,[0.04246316 0.30761053 1.        ]
681,1346,[0.43984947 1.         0.05902211]
463,818,[0.10582737 0.309      1.        ]
27708,49148,[1.         0.69884397 0.36508912]
855,1624,[1.         0.71811466 0.45779269]
3204,5588,[1.         0.63951677 0.77154136]
17299,24950,[1.         0.45693514 0.55230887]
15903,30266,[1.         0.51877417 0.35780903]
5859,9976,[1.         0.40452398 0.39156616]
17962,34011,[1.         0.49801372 0.37373476]
38226,74093,[1.         0.41913553 0.57974734]
25354,42389,[1.         0.51558127 0.49451035]
2625,4483,[1.         0.43803255 0.36569983]
16244,25582,[1.         0.50237179 0.43048688]
7768,15408,[1.         0.45865752 0.64276524]
4449,7133,[1.         0.39396359 0.49100026]
719,1342,[1.         0.82571328 0.29750568]
34333,69397,[1.         0.32352513 0.43218338]
13914,25812,[1.         0.62749814 0.49556686]
10039,17224,[1.         0.59401296 0.56204526]
13556,16891,[1.         0.37356712 0.41508698]
9744,19260,[1.         0.80670138 0.65489169]
7166,11866,[1.         0.42950348 0.39021758]
1289,2568,[1.         0.93676739 0.39191256]
1646,3200,[0.92388468 1.         0.42752936]
2767,4986,[1.         0.91537225 0.51406157]
9485,15561,[1.         0.86869054 0.87032055]
1366,2375,[1.         0.95900878 0.37537192]
14887,30258,[0.95276971 1.         0.92479569]
18962,37916,[1.         0.94624574 0.1967909 ]
1812,3488,[1.         0.70662743 0.20138543]
2930,4890,[1.         0.99058126 0.44591442]
9961,19638,[1.         0.81825031 0.40117683]
230,444,[1.         0.99206017 0.89405155]
464,883,[1.         0.85522641 0.25768285]
163,294,[1.         0.87436501 0.84230029]
6196,11989,[1.         0.95914403 0.86441367]
21122,39768,[1.         0.91145323 0.45195266]
4788,9779,[0.99953729 1.         0.49781692]
1097,2118,[1.         0.79420974 0.52037868]
461,908,[1.         0.72835043 0.25109987]
16462,33161,[1.         0.90298555 0.80732109]
17106,35688,[1.         0.95916749 0.24442313]
597,1032,[0.90745616 1.         0.23474371]
837,1578,[0.90128593 1.         0.17911824]
338,556,[0.9920338  1.         0.25190049]
238,374,[0.96508176 1.         0.23127324]
593,1000,[1.         0.33758858 0.09313914]
2149,4146,[1.         0.87381343 0.1831922 ]
524,868,[1.         0.56968836 0.24257061]
1264,2088,[1.         0.70746355 0.15346997]
1521,2704,[1.         0.52467957 0.2286386 ]
931,1862,[1.         0.89816802 0.24741676]
393,668,[1.         0.81523874 0.16675315]
1672,2768,[0.67661803 1.         0.18063049]
7418,14840,[0.95266233 1.         0.25972263]
5849,10232,[0.71703209 1.         0.179894  ]
2337,4152,[1.         0.70559008 0.24828662]
2512,4872,[0.9939537  1.         0.17820204]
627,1061,[0.69606807 1.         0.23245052]
713,1344,[0.83951802 1.         0.19146545]
790,1328,[1.         0.50236496 0.11302059]
586,940,[1.         0.49225095 0.1217945 ]
9543,18238,[1.         0.68115522 0.44958079]
18315,36384,[1.         0.73145475 0.42969074]
4680,9454,[1.         0.73665488 0.5283602 ]
3920,7453,[1.         0.5815906  0.41229558]
3061,5544,[1.         0.59630709 0.41536325]
6529,12510,[1.         0.47880335 0.31919876]
32572,64374,[1.         0.56361394 0.41996834]
18397,33774,[1.         0.53373917 0.31405709]
7004,12538,[1.         0.53132239 0.34087357]
3397,6096,[1.         0.62388129 0.34446099]
25632,45963,[1.         0.64639243 0.49778208]
16542,32576,[1.         0.36110537 0.35464521]
12097,22065,[1.        0.6204765 0.4897977]
12160,22067,[1.         0.62119331 0.49043286]
46403,90616,[1.         0.56647343 0.34562464]
9168,18420,[1.         0.59743564 0.4424644 ]
14389,28454,[1.         0.76371078 0.4083519 ]
5713,11152,[1.         0.67569219 0.4444445 ]
15288,29064,[1.         0.6078553  0.32151821]
2747,4590,[1.         0.57117792 0.29869635]
12097,22065,[1.         0.57915789 0.48129474]
9543,18238,[0.44361474 0.64192632 1.        ]
547,1036,[0.34011368 0.58310316 1.        ]
15291,29064,[1.         0.32187263 0.59643579]
46407,90616,[0.33985684 0.54904632 1.        ]
118,180,[0.41224211 0.55894947 1.        ]
1720,3440,[1.         0.91886568 0.70160744]
37360,74720,[0.88984201 1.         0.68253116]
19522,38444,[1.         0.96599612 0.83185305]
560,1112,[1.         0.78839446 0.67852879]
7452,14908,[1.         0.9550677  0.56513309]
785,1505,[0.98110516 1.         0.8689058 ]
5476,10944,[1.         0.78179948 0.49784278]
1723,3446,[1.         0.80852639 0.79295845]
5703,11040,[1.         0.69845286 0.77255968]
3792,7584,[1.         0.68051047 0.56593998]
9271,18513,[1.         0.9498743  0.64966741]
3238,6460,[1.         0.92303366 0.61977441]
15266,30524,[1.         0.81692824 0.53747197]
3265,6520,[0.76334834 1.         0.96127749]
3300,6592,[1.         0.91555075 0.88269949]
920,1800,[1.         0.99729553 0.78906961]
2021,3960,[0.88210075 1.         0.75684472]
896,1696,[0.87497719 1.         0.74570372]
6672,13344,[1.         0.80281894 0.63122309]
738,2874,[1.         0.87666403 0.67893741]
799,1550,[0.90558211 1.         0.57452105]
1725,3450,[1.         0.74943895 0.78448526]
8692,17461,[1.         0.38410632 0.69229895]
3330,6592,[1.         0.70530842 0.68656737]
998,1988,[1.         0.82579579 0.6315    ]
5893,11748,[1.         0.90976    0.72562737]
144,264,[1.         0.68687327 0.60534412]
1190,2354,[1.         0.85973112 0.67353755]
1518,2964,[1.         0.49969781 0.4263108 ]
168,308,[1.         0.4874247  0.40736648]
21992,43920,[1.         0.60075544 0.45570198]
1940,3840,[1.         0.54694195 0.53067791]
1672,3296,[1.         0.53980807 0.39766394]
40607,80270,[1.         0.81107821 0.63145692]
27775,55260,[1.         0.47378441 0.37607634]
3770,7440,[1.         0.7436279  0.51037084]
12462,24874,[1.         0.49209405 0.31203045]
540,1064,[1.         0.71420476 0.66268673]
3922,7796,[1.         0.51388438 0.35982938]
294,435,[1.         0.63027627 0.4255309 ]
3156,6272,[1.         0.65739959 0.46894862]
7425,15019,[1.         0.64656266 0.5506608 ]
15181,30300,[1.         0.49765817 0.46008976]
4607,9182,[1.         0.68159817 0.52313135]
21862,42729,[1.         0.46886538 0.46068004]
10614,21196,[1.         0.83710799 0.58934171]
264,448,[1.         1.         0.50000105]
545,961,[1.         0.62427789 0.39138947]
880,1912,[1.         0.41666842 0.22095263]
1051,1860,[1.         0.39000105 0.18086316]
46,90,[0.54799895 0.81666421 1.        ]
660,1268,[1.         0.36311368 0.22941053]
312,468,[1.         0.93291158 0.63323263]
352,508,[1.         0.64798105 0.43982842]
40,46,[1.         0.41983158 0.33986421]
66,120,[1.         0.47512    0.61327053]
24,36,[1.         0.375      0.26563789]
540,1032,[1.         0.31194842 0.35009368]
238,420,[0.43682316 0.24378105 1.        ]
448,900,[1.         0.41919368 0.38373368]
1968,3398,[1.         0.31029684 0.42356105]
350,549,[1.         0.42337789 0.47355474]
164,280,[1.         0.51350211 0.33128421]
257,390,[1.         0.4375     0.41249789]
28,44,[1.  0.5 0.5]
15968,31050,[1.         0.39156632 0.41791789]
2162,4292,[1.         0.49409263 0.46016632]
540,1064,[0.53490947 0.51697474 1.        ]
94,180,[1.         0.87099474 0.87096211]
36,68,[0.66666632 1.         0.33333368]
8085,15128,[0.42973158 0.39335158 1.        ]
3655,7019,[1.         0.34509474 0.07723053]
4500,8660,[1.         0.64771684 0.06271368]
7445,13529,[0.34903263 1.         0.06978   ]
10309,20186,[1.         0.27941263 0.05294737]
8225,16090,[1.         0.28969263 0.03883895]
4694,9011,[0.39202211 1.         0.09865474]
46931,93366,[1.         0.32700737 0.12945263]
1033,1932,[0.35630526 1.         0.09009895]
524,1728,[0.4615943  1.         0.06622135]
1371,2253,[1.         0.05771053 0.31810316]
13705,25330,[0.29813263 0.08985579 1.        ]
8636,16931,[1.         0.06020211 0.30278842]
3884,7584,[0.29457789 1.         0.09630947]
23238,45776,[1.         0.35859684 0.14578947]
3712,7346,[0.38370632 1.         0.16397158]
1864,3600,[0.32169474 0.09989474 1.        ]
1331,2392,[0.68767474 0.78132842 1.        ]
20116,39589,[0.57978526 0.66614316 1.        ]
362,266,[0.64315368 0.73651368 1.        ]
227,358,[0.67674526 0.70876211 1.        ]
3645,6480,[0.56672842 0.38963789 1.        ]
2702,5336,[0.99867733 1.         0.69559629]
10098,20160,[1.         0.50613111 0.56723055]
678,1266,[1.         0.63681954 0.67456439]
257,434,[1.         0.60366366 0.76025088]
1474,2920,[1.         0.53413136 0.46155655]
4264,8440,[1.         0.65494152 0.80238357]
10120,20200,[1.         0.64101832 0.66014779]
16724,33404,[1.         0.54929389 0.67523314]
10328,20392,[1.         0.54486292 0.66623107]
718,1356,[1.         0.42258756 0.48796691]
5063,10066,[1.         0.46658892 0.59807588]
200,364,[1.         0.4175021  0.40544965]
341,546,[1.         0.66667217 0.77695961]
730,1412,[1.         0.60983387 0.83318715]
1323,2568,[1.         0.71275099 0.7575595 ]
3183,6272,[1.         0.558126   0.65735794]
3512,7012,[1.         0.68881316 0.7023088 ]
1931,3784,[1.         0.68697698 0.53377847]
2006,3976,[1.         0.48687889 0.39102543]
3120,6196,[1.         0.5080194  0.66816611]
960,1788,[0.57327053 1.         0.57327053]
641,1246,[0.77018737 1.         0.79538105]
1373,2678,[0.57663789 1.         0.57663789]
320,612,[0.33161789 1.         0.32241684]
2446,4808,[0.51219684 1.         0.51472526]
2912,5694,[0.66897789 1.         0.69459158]
2288,4508,[0.51152737 1.         0.51147053]
81,98,[0.90495895 1.         0.78429789]
678,1232,[0.71703053 1.         0.68321368]
3018,5984,[0.3891     1.         0.55194105]
12172,24253,[0.72143684 1.         0.70204632]
867,1719,[0.64306316 1.         0.61644   ]
369,599,[0.60185158 1.         0.65509263]
938,1784,[0.65403053 1.         0.69877053]
116,190,[0.73976632 1.         0.73976632]
8188,16268,[0.46774842 1.         0.54738947]
326,552,[0.71282526 1.         0.67793789]
151,290,[0.74185474 1.         0.74185474]
472,904,[0.35083053 1.         0.40688947]
104,184,[0.4        1.         0.39877684]
842,1344,[0.55352947 1.         0.63113579]
120,180,[0.22899158 1.         0.21128211]
775,1494,[0.37679684 1.         0.39420632]
257,434,[0.54026526 1.         0.55971895]
257,434,[0.45805579 1.         0.47455053]
257,434,[0.39756211 1.         0.41187789]
341,546,[0.54026526 1.         0.55971895]
341,546,[0.45805579 1.         0.47455053]
341,546,[0.39756211 1.         0.41187789]
368,688,[0.49619579 1.         0.56261579]
76,120,[0.71828 1.      0.71828]
398,664,[0.48249579 1.         0.50590316]
132,208,[0.56 1.   0.57]
349,680,[0.44130737 1.         0.39227684]
967,1906,[0.49785368 1.         0.52997789]
440,812,[0.64995579 1.         0.55010105]
678,1266,[0.50435895 1.         0.52395579]
600,1144,[0.51354737 1.         0.49808211]
88,132,[0.46188737 1.         0.38356316]
713,1378,[0.50945368 1.         0.46888   ]
2075,12900,[0.52609097 1.         0.69029524]
1178,6072,[0.14363566 1.         0.38808875]
1309,7779,[1.         0.49592549 0.68126295]
1253,7125,[1.         0.36499935 0.72368751]
1934,10977,[1.         0.40952381 0.79115646]
9628,47613,[1.         0.40259328 0.77409815]
3238,33984,[1.         0.38024638 0.69788406]
1613,10020,[0.52609169 1.         0.56750825]
719,4338,[0.39541437 1.         0.51113599]
414,1578,[1.         0.37931034 0.77586207]
735,5196,[1.         0.23237321 0.59410359]
538,3234,[1.         0.42572819 0.91113693]
754,4500,[0.4306245  1.         0.62940473]
5694,32637,[1.         0.46434994 0.56419822]
797,4110,[0.34630252 1.         0.46238731]
1228,7260,[0.61384506 1.         0.63672127]
8133,49260,[0.45289208 1.         0.67904396]
6603,38235,[1.         0.41810345 0.95167051]
793,4866,[0.51857556 1.         0.83167732]
1395,5970,[0.40140463 1.         0.70539187]
19105,26096,[0.96152755 1.         0.7956656 ]
11431,16648,[1.         0.72813858 0.61663712]
64126,34887,[1.         0.80117912 0.80248037]
3855,5054,[1.         0.99367751 0.80082412]
16595,21622,[1.         0.86320163 0.84619806]
22431,32752,[1.         0.89469355 0.97910231]
18348,30078,[0.87498105 1.         0.93321956]
7888,10914,[1.         0.95449381 0.85598747]
7930,8928,[1.         0.7054216  0.73965568]
8453,10608,[1.         0.91011085 0.9470233 ]
2659,3300,[1.         0.85909995 0.96398584]
20165,30052,[1.         0.93393708 0.94581773]
16404,20208,[1.         0.79430939 0.72697317]
6696,10794,[1.         0.98626076 0.96856223]
13324,20094,[1.         0.67485864 0.55343829]
11668,15162,[0.92788734 0.99500254 1.        ]
5671,7624,[1.         0.59305517 0.31753296]
1523,2064,[1.         0.94011511 0.90025391]
13242,17421,[0.76738425 1.         0.89410471]
7641,11604,[1.         0.89844623 0.96033048]
19105,26032,[0.89972632 1.         0.82920421]
11431,16584,[0.67108842 1.         0.63157895]
8260,10184,[1.         0.78214421 0.99732842]
8453,10544,[0.98556632 1.         0.98747474]
13242,17357,[1.         0.75769368 0.90221158]
17834,19610,[0.48473789 1.         0.4903    ]
16333,25760,[1.         0.58393895 0.94108316]
7930,8864,[0.77175895 1.         0.75804947]
5383,7952,[0.94584211 0.82454947 1.        ]
5348,6764,[0.64796737 1.         0.64842526]
6257,7196,[1.         0.70187789 0.81963579]
7529,10680,[0.89025789 1.         0.87592105]
2950,4292,[1.         0.58538842 0.96691158]
6365,7424,[0.92541158 0.91135263 1.        ]
16404,20144,[0.73138737 1.         0.81686211]
1325,2111,[0.50742211 1.         0.54923474]
5305,7909,[0.75395053 1.         0.62605684]
13312,20016,[0.66303158 1.         0.61709368]
11666,15091,[0.96758211 0.89669895 1.        ]
18348,30014,[1.         0.85435368 0.86975579]
7641,11540,[0.9251     1.         0.92437895]
7882,10842,[0.94229053 1.         0.93962526]
2659,3236,[0.99108421 0.82980737 1.        ]
6696,10794,[0.90647579 0.71412105 1.        ]
1522,2064,[0.97424947 1.         0.98273789]
3855,5054,[0.97001368 1.         0.90950211]
316,548,[0.48644842 1.         0.67294105]
395,692,[1.         0.67263368 0.91106947]
729,1284,[0.67638947 0.93080737 1.        ]
96,156,[0.91272211 0.91829579 1.        ]
197,480,[0.49054    1.         0.54389158]
228,426,[0.38093684 1.         0.48432   ]
1787,3360,[0.89646842 1.         0.76364947]
234,401,[0.58858947 1.         0.35721158]
1027,1024,[0.73331368 1.         0.66809053]
491,644,[0.94981263 0.54522632 1.        ]
4867,6370,[1.         0.83091263 0.98283789]
491,644,[0.93625789 0.51080316 1.        ]
219,320,[0.28212737 1.         0.21151474]
395,454,[1.         0.65271579 0.88285474]
7308,8448,[0.88833263 0.95562526 1.        ]
623,1129,[0.73535474 1.         0.66595895]
695,723,[0.90459895 0.78213053 1.        ]
318,478,[0.55349158 1.         0.50677368]
1235,1277,[0.82128316 1.         0.65434421]
342,186,[1.         0.95148211 0.93740421]
6513,9427,[1.         0.59818421 0.91345158]
15136,19104,[1.         0.93653789 0.98732632]
11548,15008,[1.         0.60261053 0.97037789]
13950,18851,[0.63177789 1.         0.56546632]
13871,22999,[0.63018    1.         0.79307474]
7920,5280,[1.         0.44325895 0.91768947]
12982,16912,[0.18439579 0.47040632 1.        ]
9018,11712,[0.69831158 0.60194316 1.        ]
3959,3452,[1.         0.63668737 0.57461053]
15916,15295,[1.         0.64193579 0.61554632]
15490,24673,[0.68886947 1.         0.56097789]
377,358,[0.37187053 1.         0.20024   ]
241,450,[0.64416211 1.         0.18324   ]
1272,1889,[0.76070947 1.         0.71979158]
1548,3044,[0.57434211 1.         0.65921368]
3411,3966,[0.40538316 1.         0.46317474]
1236,1070,[0.47952105 1.         0.45858105]
8937,16005,[0.40423474 1.         0.43540842]
927,2200,[0.41879895 1.         0.29966316]
332,600,[0.35035053 1.         0.36658421]
70,74,[0.99834737 0.85018421 1.        ]
849,982,[0.55828211 1.         0.39877263]
50833,88945,[0.69346632 1.         0.20055054]
6656,13512,[0.4839412  0.51336048 1.        ]
850,982,[0.55600316 0.39478105 1.        ]
3093,6000,[0.26019579 1.         0.22919579]
2315,4574,[1.         0.56906804 0.33981827]
11963,23530,[1.         0.71147087 0.39593084]
3522,7040,[1.         0.5674836  0.35072577]
2903,5803,[1.         0.64696575 0.31088904]
2896,5788,[1.         0.62483294 0.31107834]
3051,6052,[1.         0.76199261 0.22804728]
459,874,[1.         0.68216217 0.27454527]
12515,24612,[1.         0.69061489 0.30150926]
10412,20746,[1.         0.63289086 0.22140011]
7312,14620,[1.         0.4724104  0.23292521]
19010,37418,[1.         0.52864422 0.19463443]
11748,20871,[1.         0.79279346 0.28453287]
7066,13992,[1.         0.60376317 0.23269246]
3023,6041,[1.         0.80312981 0.39588914]
7510,15018,[1.        0.7471647 0.2494523]
13081,21595,[1.         0.60554468 0.30091454]
1614,3169,[1.         0.80982019 0.3999883 ]
2100,4159,[1.         0.68388645 0.22945548]
6344,12676,[1.         0.71209793 0.44300758]
1971,3888,[1.         0.71086293 0.27602481]
606,1208,[0.56108526 0.45628316 1.        ]
1143,2180,[0.40398526 0.69490421 1.        ]
127,226,[0.39579158 0.44802211 1.        ]
16047,31432,[0.23543474 0.74234421 1.        ]
233,462,[1.         0.79641474 0.27081789]
146,260,[0.25742211 1.         0.96998   ]
346,690,[0.1984 0.6672 1.    ]
3051,6052,[0.25145053 0.90848737 1.        ]
11105,22258,[1.         0.92854316 0.27110842]
1288,2520,[0.85075789 1.         0.46378211]
453,902,[0.469      0.73094632 1.        ]
1238,2442,[0.41003263 0.68745368 1.        ]
7691,15294,[0.96005895 1.         0.66396421]
485,942,[0.1952  0.37584 1.     ]
23984,47904,[1.         0.34197579 0.93434105]
20586,41168,[0.20479895 1.         0.49242526]
2309,4587,[0.12357263 0.36723158 1.        ]
445,874,[1.         0.26423474 0.76912842]
359,646,[1.         0.18609158 0.98524947]
275,524,[1.         0.23796842 0.97237053]
2894,5504,[0.77502737 1.         0.19469263]
10119,20198,[1.         0.79245263 0.23349053]
1848,3587,[1.         0.44032211 0.95261158]
176,245,[0.17167368 0.63396737 1.        ]
